partner_id,neuron_label,n_synapses,n_valid_regime,dominant_regime,regime_0_frac,regime_1_frac,regime_2_frac,spans_regimes,effect_ratio,mean_pairwise_distance,max_branch_fraction,p_distance,z_distance
864691135684704242,exc_23P,8,8,1,0.125,0.5,0.375,True,0.48408015500438706,70883.65141012103,0.375,0.0,-11.199887212280009
864691135700779387,exc_23P,9,9,0,0.8888888888888888,0.0,0.1111111111111111,True,1.0190959719638217,31627.03407094166,0.3333333333333333,0.601,0.21217496539693348
864691135715227930,exc_23P,3,3,2,0.0,0.3333333333333333,0.6666666666666666,True,0.894702809885731,162735.94902098287,0.3333333333333333,0.185,-0.6877968597053519
864691135732172692,exc_23P,11,11,2,0.0,0.09090909090909091,0.9090909090909091,True,0.7078345008977047,152662.38970364968,0.45454545454545453,0.0,-4.93866815464859
864691135737076100,exc_23P,3,3,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,0.9638743574370706,86454.4234324216,0.3333333333333333,0.327,-0.30463056285450746
864691135738208644,exc_23P,3,3,2,0.0,0.0,1.0,False,0.7079944369615596,112115.51899532648,0.6666666666666666,0.066,-1.8072416597143939
864691135749963305,exc_23P,4,4,2,0.0,0.0,1.0,False,0.990028003954665,148517.54253456276,0.25,0.454,0.07301381807398698
864691135772561659,exc_23P,9,9,2,0.0,0.4444444444444444,0.5555555555555556,True,0.9161249671415497,199353.13576969746,0.2222222222222222,0.112,-1.2000970663495385
864691135772906571,exc_23P,7,7,0,0.5714285714285714,0.2857142857142857,0.14285714285714285,True,0.8297196338119157,56472.12559723573,0.42857142857142855,0.019,-2.3102257982360794
864691135777432237,exc_23P,4,4,0,0.75,0.0,0.25,True,0.852363939271628,40296.15528496311,0.5,0.098,-1.2609182277345818
864691135778686653,exc_23P,16,16,0,0.6875,0.0625,0.25,True,0.9034277517040527,62847.1657349743,0.3125,0.002,-2.9260052278576603
864691135782095952,exc_23P,5,5,2,0.0,0.0,1.0,False,0.9958298865241932,116544.29667122322,0.4,0.478,0.1080418945958244
864691135809512140,exc_23P,8,8,1,0.0,0.5,0.5,True,0.8687280101795587,74380.92085608195,0.25,0.018,-2.2123540371567416
864691135837716115,exc_23P,15,15,2,0.0,0.26666666666666666,0.7333333333333333,True,0.8644237654807667,162553.09155697218,0.3333333333333333,0.003,-3.559488036222398
864691135838217875,exc_23P,4,4,2,0.0,0.0,1.0,False,0.5450981535543703,115305.99749783159,0.75,0.0,-5.248839434638711
864691135841479139,exc_23P,4,4,0,1.0,0.0,0.0,False,0.12814125953794786,2115.6971459315887,1.0,0.0,-3.4173220937492337
864691135849145950,exc_23P,9,9,2,0.1111111111111111,0.3333333333333333,0.5555555555555556,True,0.9508469247438616,156965.88533858152,0.2222222222222222,0.164,-0.8494633163789709
864691135860031080,exc_23P,5,5,1,0.0,0.6,0.4,True,1.0785987462190356,263912.139879959,0.4,0.864,0.9464173149915998
