neuron_label,branch_idx,regime,cell_type,subtype,n_synapses,n_unique_partners,mean_syns_per_partner,frac_syn_from_multi,pairwise_compactness_z,clark_evans_z,syn_density,total_length_nm,electrotonic_length
inh_BC,7,0,inhibitory,BC,15,12,1.25,0.4,-3.3228204337492846,0.2028091929696404,0.0009716725181327614,15437.299831042996,0.0123301274183264
inh_BC,8,1,inhibitory,BC,29,24,1.2083333333333333,0.27586206896551724,-1.485237238473557,0.5493564209474211,0.0006292355839057224,46087.6669116428,0.0649111805264755
inh_BC,9,0,inhibitory,BC,12,8,1.5,0.5,-4.4996142741514715,-2.7363694065826523,0.0006928671069940951,17319.33855549917,0.0108231774210308
inh_BC,10,0,inhibitory,BC,6,5,1.2,0.3333333333333333,-0.7871461539239247,0.2356980412489754,0.0005092094447758241,11782.970762927342,0.0073314959159414
inh_BC,11,2,inhibitory,BC,43,38,1.131578947368421,0.23255813953488372,-2.149793201356606,-0.5735900917703359,0.00024913938691488777,172594.14712572072,0.3588229522133937
inh_BC,12,1,inhibitory,BC,20,16,1.25,0.4,0.5088990999011483,-0.968383557491612,0.0004297697505311903,46536.54654679683,0.0793162103059891
inh_BC,13,2,inhibitory,BC,16,13,1.2307692307692308,0.3125,1.297911319138255,1.6175006386477455,0.0002555522682650296,62609.50101764164,0.1520376472527081
inh_BC,14,2,inhibitory,BC,11,11,1.0,0.0,-1.636146238021395,0.9724068031856532,0.00018117956146421172,60713.24994443605,0.1408459356375457
inh_BC,16,2,inhibitory,BC,36,34,1.0588235294117647,0.1111111111111111,-0.9589329384367355,-1.0282245753103398,0.0004506204821525946,79889.84395034499,0.1458052217131264
inh_BC,17,1,inhibitory,BC,25,23,1.0869565217391304,0.16,-1.47042019571184,0.4397901541749993,0.0004928339241970868,50727.02744789616,0.0898582830104992
inh_BC,18,0,inhibitory,BC,8,6,1.3333333333333333,0.375,-0.1804772785948762,0.0811369227832697,0.0008340781905208886,9591.426908074332,0.0157895603853438
inh_BC,19,2,inhibitory,BC,46,40,1.15,0.21739130434782608,-1.3165359548258837,-2.0713584679881594,0.00026088428569581154,176323.38366917023,0.3238743525803111
inh_BC,20,1,inhibitory,BC,24,22,1.0909090909090908,0.16666666666666666,0.4731780725499367,0.2236976786065264,0.00046110745440873583,52048.60552682774,0.1159774451250253
inh_BC,21,2,inhibitory,BC,36,33,1.0909090909090908,0.16666666666666666,-0.6032355317735278,0.0392822444566189,0.00018839273807937318,191090.16816153796,0.3962479264588694
inh_BC,22,0,inhibitory,BC,3,3,1.0,0.0,-0.009465338966537,,0.00038570281909424206,7778.009004562096,0.0129908714044916
inh_BC,23,2,inhibitory,BC,19,15,1.2666666666666666,0.3684210526315789,-0.2284534871151313,0.6707672281136206,0.0002194159951113004,86593.50468210902,0.1809604420285772
inh_BC,24,1,inhibitory,BC,7,7,1.0,0.0,0.7187833245174902,-0.0619371108655063,0.00024893862168556445,28119.38120570834,0.0650229284356449
inh_BC,25,1,inhibitory,BC,14,14,1.0,0.0,-0.0391586201481172,-0.568248827756656,0.0004913850451610197,28490.895557092925,0.050539292069996
inh_BC,27,1,inhibitory,BC,28,25,1.12,0.21428571428571427,1.5902328684944873,-1.6826404785503024,0.0006223934927689796,44987.61687791786,0.0811073765217815
inh_BC,28,2,inhibitory,BC,40,36,1.1111111111111112,0.175,1.68581078492089,1.55582195527417,0.0003814877376120161,104852.64939414944,0.2115068629733082
inh_BC,29,2,inhibitory,BC,32,29,1.103448275862069,0.1875,-0.3832245563963716,1.33570251413631,0.00038753303332123414,82573.60598593034,0.1637266144833038
inh_BC,30,2,inhibitory,BC,20,19,1.0526315789473684,0.1,-0.4367860168390504,-1.0667408639862963,0.00040506825747219755,49374.39463859428,0.1172231314724237
inh_BC,31,2,inhibitory,BC,33,30,1.1,0.18181818181818182,-2.697994098082849,-1.8727365184053328,0.0003256176296303986,101345.86397381977,0.2160701079889662
inh_BC,32,2,inhibitory,BC,40,36,1.1111111111111112,0.2,-1.5543987815194775,0.3569542427364996,0.00039504062752443675,101255.40821121151,0.1917288986917435
inh_BC,33,1,inhibitory,BC,3,3,1.0,0.0,-0.1110813410729118,,8.341802517383104e-05,35963.45027047135,0.0710642061069868
inh_BC,35,2,inhibitory,BC,22,21,1.0476190476190477,0.09090909090909091,-1.3864851112350236,-0.4801583244709145,0.0001828539165688671,120314.62280281144,0.2578683966129024
inh_BC,36,2,inhibitory,BC,30,24,1.25,0.36666666666666664,-2.0121118082103204,0.7754978727585758,0.0003251673504255379,92260.18528840548,0.1961521762068546
inh_BC,39,2,inhibitory,BC,19,19,1.0,0.0,1.1461546232476707,0.3233466683978117,0.0002639444990991332,71984.83038990677,0.1701981391894151
inh_BC,40,2,inhibitory,BC,17,16,1.0625,0.11764705882352941,-1.0041080350407796,-1.8441173536729112,0.00030246207368951606,56205.39392800326,0.1270523151496467
inh_BC,41,2,inhibitory,BC,24,23,1.0434782608695652,0.08333333333333333,0.3729597742654374,0.4529637735540404,0.0003272534107149486,73337.66192861777,0.1506740351323098
inh_BC,42,1,inhibitory,BC,4,4,1.0,0.0,0.9179958373347938,,0.0002993227981350318,13363.499288802928,0.0339599243986576
inh_BC,45,0,inhibitory,BC,6,5,1.2,0.3333333333333333,0.0342008459398634,0.2077851206796782,0.0004450037544679268,13483.032310983444,0.0235256658227167
inh_BC,46,1,inhibitory,BC,17,15,1.1333333333333333,0.23529411764705882,-0.4879990584791344,-0.7971283396229566,0.00035400911061043077,48021.36298324719,0.1093701066282831
inh_BC,47,2,inhibitory,BC,51,41,1.2439024390243902,0.35294117647058826,-2.1245078382727156,1.0119609273630987,0.00037040833343248114,137685.88715970775,0.2934947048399233
inh_BC,48,2,inhibitory,BC,31,28,1.1071428571428572,0.16129032258064516,-0.974406596980158,0.4317907052719841,0.0002642155251190115,117328.45746303728,0.2447709362774598
inh_BC,49,2,inhibitory,BC,30,26,1.1538461538461537,0.23333333333333334,-0.7559594255708678,1.2748926618522105,0.00021545829009117775,139238.08634749948,0.2909061453490135
inh_BC,50,1,inhibitory,BC,3,3,1.0,0.0,0.1166223783183661,,8.548409727758023e-05,35094.246714199144,0.0818910646330418
inh_BC,51,2,inhibitory,BC,23,23,1.0,0.0,-0.0689222840578252,0.9131277409026972,0.0002305161246014411,99776.10043447786,0.2167499663117127
inh_BC,52,1,inhibitory,BC,13,10,1.3,0.38461538461538464,-1.59427113277262,-1.2664656192615864,0.00031539207960495566,41218.53667436148,0.0966116388700692
inh_BC,53,1,inhibitory,BC,20,17,1.1764705882352942,0.3,-0.9637775535955873,0.783094360956933,0.0007848956328717046,25481.094762657583,0.0435481787268258
inh_BC,54,2,inhibitory,BC,32,28,1.1428571428571428,0.25,-1.2075640928215623,1.664008336780293,0.00036888902200107973,86746.95664948884,0.1687032782628347
inh_BC,55,1,inhibitory,BC,19,18,1.0555555555555556,0.10526315789473684,-0.8972497705823584,-0.0712151078298635,0.0006667125621571493,28498.038102845218,0.0557429390560121
inh_BC,56,1,inhibitory,BC,17,14,1.2142857142857142,0.29411764705882354,0.5013331108971308,1.3235826744034225,0.0005014868195353363,33899.196026232006,0.0669773699502922
inh_BC,57,2,inhibitory,BC,22,20,1.1,0.18181818181818182,0.6697519441390783,1.389188286587768,0.0002017388160947936,109051.89405722782,0.2347794482384326
inh_BC,58,2,inhibitory,BC,23,21,1.0952380952380953,0.17391304347826086,-1.5405158024585293,-0.8557025348604288,0.0002989346296968115,76939.89827584477,0.1570206042548415
inh_BC,59,2,inhibitory,BC,34,31,1.096774193548387,0.17647058823529413,-1.4786859524712916,-0.4580651041139015,0.00044652632794426337,76143.32654589624,0.1497248557741034
inh_BC,60,1,inhibitory,BC,8,8,1.0,0.0,1.0023231610678438,0.2604869262672228,0.000431653890129334,18533.367086308444,0.0452681392782379
inh_BC,62,1,inhibitory,BC,17,17,1.0,0.0,0.0401437082402912,-1.466402089894201,0.00033397699777779104,50901.709138995306,0.1157987386212249
inh_BC,63,2,inhibitory,BC,30,27,1.1111111111111112,0.2,-1.416580197869027,0.5927719985077791,0.0005326765166044843,56319.35905722533,0.1226197596598731
inh_BC,64,1,inhibitory,BC,7,7,1.0,0.0,1.359429092525999,-1.76498671802135,0.00027560465203632585,25398.700451098954,0.0607358213927112
inh_BC,67,1,inhibitory,BC,13,13,1.0,0.0,-0.6130688868525928,0.7367476495523495,0.0004146550803305722,31351.358313603952,0.0569411835616558
inh_BC,68,2,inhibitory,BC,10,9,1.1111111111111112,0.2,-1.0844101037021092,-0.2914618986638569,0.00017285296574644284,57852.63768438287,0.1249123564038694
inh_BC,71,2,inhibitory,BC,4,4,1.0,0.0,-2.6400053272028723,,5.9587295453217166e-05,67128.4032875843,0.1627132206324614
inh_BC,72,1,inhibitory,BC,5,5,1.0,0.0,0.5395614102254889,1.1315854875787628,0.00022410915325927423,22310.55683038277,0.0499712766701918
inh_BC,74,2,inhibitory,BC,13,11,1.1818181818181819,0.3076923076923077,0.0999146921315928,1.2641740673018005,0.00019992302120579208,65025.02774114425,0.1465734149964211
inh_BC,76,0,inhibitory,BC,4,3,1.3333333333333333,0.5,-0.7993081849860839,,0.0008933250397573429,4477.653510178708,0.0072383598056224
inh_BC,77,0,inhibitory,BC,3,3,1.0,0.0,0.4014271811327475,,0.00025100524029941795,11951.941706162685,0.0229826145836565
inh_BC,79,1,inhibitory,BC,3,2,1.5,0.6666666666666666,-1.3318559866631714,,6.503638082034155e-05,46128.02806920161,0.1039113280174118
inh_BC,81,2,inhibitory,BC,43,30,1.4333333333333333,0.4883720930232558,-0.5810086888070533,0.8320051395387799,0.000214672411865618,200305.1981682556,0.418668700825655
inh_BC,82,2,inhibitory,BC,37,35,1.0571428571428572,0.10810810810810811,-0.6117639509300774,-0.7573557378110308,0.0002220138330811005,166656.2821177187,0.3669197961787504
inh_BC,84,2,inhibitory,BC,39,36,1.0833333333333333,0.15384615384615385,-2.102032033122808,-0.9052491328156372,0.000309054212169341,126191.45271066752,0.267877302534192
inh_BC,85,0,inhibitory,BC,6,5,1.2,0.3333333333333333,1.133398298747877,0.0004124377890769,0.0004432483255624748,13536.430154329628,0.0212407490961996
inh_BC,86,1,inhibitory,BC,16,16,1.0,0.0,1.7504290878453612,0.5153656342640739,0.00036249953296450224,44137.98790070938,0.084370971189978
inh_BC,87,2,inhibitory,BC,45,38,1.1842105263157894,0.28888888888888886,-1.4926419461408815,-1.167924222684244,0.00039517076615789133,113874.82034037952,0.2139727705830522
inh_BC,88,1,inhibitory,BC,17,16,1.0625,0.11764705882352941,1.3091983126607187,2.1721041019772587,0.0003456677860914636,49180.168601252895,0.1036523847996329
inh_BC,89,2,inhibitory,BC,56,51,1.0980392156862746,0.17857142857142858,-0.9604488514821524,0.3979443596511107,0.0003052197392912324,183474.37203780032,0.383175579325686
inh_BC,90,1,inhibitory,BC,12,11,1.0909090909090908,0.16666666666666666,0.889828395229112,-1.3138928266303789,0.00036063083789332403,33275.02459329239,0.0555097960989146
inh_BC_2,0,1,inhibitory,BC,25,17,1.4705882352941178,0.48,-0.0525196249198683,-1.8968276985669428,0.0007925445108482085,31543.969654454027,0.0394515971654804
inh_BC_2,1,2,inhibitory,BC,34,29,1.1724137931034482,0.2647058823529412,-2.099941264442773,-0.026614008358007,0.00034844277044386454,97576.99939272388,0.1455745178612058
inh_BC_2,2,2,inhibitory,BC,66,55,1.2,0.2878787878787879,-0.4371686836483269,-0.1293108847162668,0.00026373548014390475,250250.7435252463,0.4582106491313739
inh_BC_2,3,1,inhibitory,BC,27,20,1.35,0.4074074074074074,-1.4295665894906198,0.0751060551477815,0.000561501210361135,48085.38165507192,0.0667005184437957
inh_BC_2,4,0,inhibitory,BC,4,4,1.0,0.0,-2.060635028366311,,0.00021447140887792028,18650.504610042677,0.015975456610318
inh_BC_2,5,0,inhibitory,BC,10,4,2.5,0.9,-3.469453666141671,-2.139981431378493,0.0007415936264225379,13484.474034978151,0.0079777218679463
inh_BC_2,6,2,inhibitory,BC,35,29,1.206896551724138,0.3142857142857143,-3.3654525700167044,-0.208483393082753,0.00016486034353660375,212300.9042027684,0.4019985077484796
inh_BC_2,7,0,inhibitory,BC,18,10,1.8,0.6666666666666666,-2.3717628035276643,-1.1396609431758504,0.0007870383216263881,22870.55090634419,0.0223593353957624
inh_BC_2,8,1,inhibitory,BC,14,13,1.0769230769230769,0.14285714285714285,-0.664693840810433,-1.5742269066980443,0.0005235163452348298,26742.240480992292,0.030858713857888
inh_BC_2,9,0,inhibitory,BC,5,5,1.0,0.0,-1.3000228537514134,-0.7389701690543958,0.00025620512458656434,19515.612765624617,0.0186673027874656
inh_BC_2,10,0,inhibitory,BC,19,10,1.9,0.6842105263157895,-1.0255482019251194,-0.4570429807893444,0.0009692862680012771,19602.05217719536,0.0170390366531271
inh_BC_2,11,0,inhibitory,BC,12,12,1.0,0.0,-2.332019568198079,-1.0795286092253495,0.0005126271073743531,23408.828420064085,0.0139142847034315
inh_BC_2,12,0,inhibitory,BC,12,6,2.0,0.9166666666666666,-4.0907241302351025,-3.4835360241506015,0.0007571966820266604,15847.929982843596,0.0113068815544869
inh_BC_2,13,2,inhibitory,BC,7,7,1.0,0.0,-0.4164347716683371,-0.8600601500387012,8.364481693731317e-05,83687.19373545985,0.1927943454563626
inh_BC_2,14,2,inhibitory,BC,6,6,1.0,0.0,-1.1034014257081948,-0.0028866379529158,9.37284258508648e-05,64014.73134251555,0.1391965732617817
inh_BC_2,15,2,inhibitory,BC,12,12,1.0,0.0,-1.6252341362387297,1.9532838478024537,0.00010664834372343888,112519.32829935428,0.2429679594533186
inh_BC_2,16,1,inhibitory,BC,4,4,1.0,0.0,-1.6643203624418443,,0.00015525353582726393,25764.308546572654,0.0523014138527952
inh_BC_2,17,2,inhibitory,BC,15,14,1.0714285714285714,0.13333333333333333,0.7530601728445249,-0.7195464998158827,0.00021730716944916534,69026.71475599405,0.1270900108395211
inh_BC_2,19,2,inhibitory,BC,36,25,1.44,0.4444444444444444,-0.963811878842188,-0.4920459521912618,0.0003759353664951514,95761.1419633867,0.1787333896111151
inh_BC_2,20,1,inhibitory,BC,16,13,1.2307692307692308,0.375,-0.8831281165479655,-0.5308704157718865,0.00030812478991667293,51927.01309208819,0.1013676780517093
inh_BC_2,21,0,inhibitory,BC,9,8,1.125,0.2222222222222222,0.1966303462916284,-0.1219381026480625,0.0009941507850036227,9052.952666498377,0.0116110762472672
inh_BC_2,22,2,inhibitory,BC,30,26,1.1538461538461537,0.26666666666666666,-0.5935192080012343,0.087188777978651,0.00028273021190659207,106108.221677814,0.2320218430416745
inh_BC_2,23,2,inhibitory,BC,7,7,1.0,0.0,-0.2617445754025131,1.1741959197834897,3.436025366527411e-05,203723.7579265746,0.4318734322733661
inh_BC_2,26,1,inhibitory,BC,21,18,1.1666666666666667,0.2857142857142857,-1.9019870403951205,-0.1175015260009537,0.0005602916806301528,37480.47798314901,0.0629573096980419
inh_BC_2,27,2,inhibitory,BC,37,30,1.2333333333333334,0.35135135135135137,-0.7046483591245543,-0.0550056425679507,0.000561052273962173,65947.50920213648,0.1192284066692502
inh_BC_2,28,1,inhibitory,BC,10,8,1.25,0.4,-2.478272327537128,0.7134602165777745,0.0002633198657981448,37976.625765356344,0.0681077493419122
inh_BC_2,29,2,inhibitory,BC,55,48,1.1458333333333333,0.2545454545454545,-3.2617034854628533,1.58621348034494,0.00030177110875981723,182257.3414202321,0.3842761854739402
inh_BC_2,30,2,inhibitory,BC,30,27,1.1111111111111112,0.2,-0.1869019363216117,0.2932343876244494,0.0001887704249628246,158923.19999760573,0.3419385098547367
inh_BC_2,31,1,inhibitory,BC,4,3,1.3333333333333333,0.5,0.7023733210595653,,8.08595323613883e-05,49468.50276257674,0.1065845011018257
inh_BC_2,32,2,inhibitory,BC,13,10,1.3,0.38461538461538464,-0.3161542170050651,1.1921188568377228,0.00022755711658931037,57128.51434772787,0.1257572858158552
inh_BC_2,33,2,inhibitory,BC,15,15,1.0,0.0,-0.8396620398132922,0.8075757575248221,0.00012266678703150448,122282.48870778324,0.2636744115028144
inh_BC_2,34,1,inhibitory,BC,23,22,1.0454545454545454,0.08695652173913043,1.6319571292646764,1.1062283829668906,0.00047052175691007656,48881.90537891669,0.1040725024554598
inh_BC_2,35,2,inhibitory,BC,10,9,1.1111111111111112,0.2,-0.0123105612093953,1.0032987314612776,0.00014854259869998855,67320.7557126222,0.147610521658912
inh_BC_2,38,2,inhibitory,BC,7,6,1.1666666666666667,0.2857142857142857,0.4657957475160872,0.6328229084256325,0.00011692967475405259,59865.04293904565,0.1408236705661346
inh_BC_2,40,2,inhibitory,BC,12,12,1.0,0.0,-1.0310108621828542,0.5416790415918452,0.00021165640402440465,56695.66227070721,0.1259491683904792
inh_BC_2,42,2,inhibitory,BC,14,13,1.0769230769230769,0.14285714285714285,0.2771124131077462,1.680375142988442,0.00017820171815278378,78562.65441838726,0.1830151067312743
inh_BC_2,43,2,inhibitory,BC,6,6,1.0,0.0,0.7242564036722091,2.002793376842074,9.781568500942516e-05,61339.855662431466,0.141005458225616
inh_BC_2,44,2,inhibitory,BC,14,13,1.0769230769230769,0.14285714285714285,-1.6815240834865182,1.024868187665223,0.00017246235541203722,81177.13553518389,0.1539209513341199
inh_BC_2,45,2,inhibitory,BC,41,30,1.3666666666666667,0.4146341463414634,0.9670897754778146,-0.7543387463013628,0.0002574500320640561,159254.2042869072,0.3431806761031043
inh_BC_2,46,1,inhibitory,BC,30,27,1.1111111111111112,0.2,-0.5175622257246293,-0.992437648410704,0.000488963617094802,61354.25817210341,0.1145829616157989
inh_BC_2,50,2,inhibitory,BC,34,33,1.0303030303030303,0.058823529411764705,0.520799321793444,-0.0316320736223323,0.00025354118306791,134100.50228760365,0.290976316797107
inh_BC_2,51,1,inhibitory,BC,20,19,1.0526315789473684,0.1,-0.6974545270914339,-0.0044680638999901,0.0003710252751790582,53904.68342176399,0.1121682620292259
inh_BC_2,52,2,inhibitory,BC,8,7,1.1428571428571428,0.25,-0.407149140622644,1.288808258426802,6.86222508634581e-05,116580.26222308112,0.2492584843295656
inh_BC_2,53,2,inhibitory,BC,8,8,1.0,0.0,0.9819991281573932,1.035456987874211,0.000149052886857445,53672.22446118231,0.1203106059211476
inh_BC_2,54,2,inhibitory,BC,16,12,1.3333333333333333,0.5,0.0316857010244804,1.456088803187442,0.0001065981384668779,150096.42973241516,0.3047861878891016
inh_BC_2,55,2,inhibitory,BC,20,19,1.0526315789473684,0.1,-0.5715604710959767,0.5115600430215236,0.00013687157183633392,146122.3812342513,0.2967594730515236
inh_BC_2,56,2,inhibitory,BC,35,33,1.0606060606060606,0.11428571428571428,-2.3435013543408014,0.5649541083867621,0.0002965685407018284,118016.5634465902,0.2541863126263181
inh_BC_2,57,1,inhibitory,BC,6,5,1.2,0.3333333333333333,0.0644847342453434,0.8969117705761042,0.0004550448777365456,13185.512668211555,0.0315823579591909
inh_BC_2,58,0,inhibitory,BC,3,3,1.0,0.0,-1.1240904589766525,,0.0003985149432841748,7527.9485764747005,0.0142208435101068
inh_BC_2,59,2,inhibitory,BC,6,5,1.2,0.3333333333333333,1.2711335853670291,0.2623511783449149,8.246054852131694e-05,72762.06752916439,0.1593162685898687
inh_BC_2,60,2,inhibitory,BC,9,9,1.0,0.0,-0.8268928578917031,0.74637042015784,0.00013098739772933715,68708.89990956952,0.1435782081241436
inh_BC_2,61,1,inhibitory,BC,3,3,1.0,0.0,0.7722646519222247,,7.924918930414232e-05,37855.276834272816,0.0848830870553247
inh_BC_2,62,2,inhibitory,BC,27,25,1.08,0.14814814814814814,-1.9662525732141392,0.5596589936294168,0.000345418770694359,78165.98949074118,0.146274739914287
inh_BC_2,63,2,inhibitory,BC,36,31,1.1612903225806452,0.2777777777777778,-1.4193453281499102,1.5640231919565726,0.0002673878244445147,134635.89852974142,0.2737355673845778
inh_BC_2,64,1,inhibitory,BC,8,8,1.0,0.0,0.768930456277729,-0.2436085885428762,0.00041392212323755455,19327.307121027476,0.033550250178884
inh_BC_2,65,1,inhibitory,BC,15,12,1.25,0.4,-0.9123090902302854,-0.0976633822039171,0.0003998746809725324,37511.75234080489,0.068015381198883
inh_BC_2,66,2,inhibitory,BC,23,23,1.0,0.0,-1.4236685843975292,0.3692535648565459,0.00014343906002164077,160346.83995091694,0.3246825154340725
inh_BC_2,67,2,inhibitory,BC,11,10,1.1,0.18181818181818182,0.987600620222472,-0.3914082459430213,0.00015595009793202734,70535.38372764907,0.1530948445390591
inh_BC_2,68,2,inhibitory,BC,42,40,1.05,0.07142857142857142,-0.1830018509649655,-0.1011446838259207,0.00024768504378027046,169570.1902665531,0.3544414341048632
inh_BC_2,69,2,inhibitory,BC,35,33,1.0606060606060606,0.11428571428571428,-0.2128114205725959,-1.9401913241800757,0.00020847403748795975,167886.61274918416,0.35904427408224
inh_BC_2,70,2,inhibitory,BC,22,21,1.0476190476190477,0.09090909090909091,-3.0895594273102858,0.2069663355044896,0.00014576433583496227,150928.55103397107,0.3226590508633439
inh_BC_2,71,2,inhibitory,BC,38,35,1.0857142857142856,0.15789473684210525,0.1391784135426046,2.3297360047304463,0.00034438012160623916,110343.18654271464,0.2398089009200011
inh_BC_2,72,1,inhibitory,BC,3,3,1.0,0.0,1.2065986674259035,,0.00016556227301497988,18120.07014260165,0.0364538819073713
inh_BC_2,77,1,inhibitory,BC,10,9,1.1111111111111112,0.2,-0.1539244470479118,-0.3915122630608706,0.00025861935868393403,38666.86566267949,0.0903367638184224
inh_BC_2,80,1,inhibitory,BC,11,11,1.0,0.0,1.329231969032035,0.036828879056536,0.0003515042594293942,31294.07312974409,0.0542374503665923
inh_BC_2,81,2,inhibitory,BC,23,19,1.2105263157894737,0.34782608695652173,-1.0469215778197063,0.175143242571303,0.00027475946313190746,83709.58269400199,0.174455026751999
inh_BC_2,82,1,inhibitory,BC,12,12,1.0,0.0,2.1583311997702994,-0.7620045023736499,0.0003827067103177382,31355.60385141177,0.0557630760477115
inh_BC_2,84,0,inhibitory,BC,9,8,1.125,0.2222222222222222,0.3305705559793956,0.3293067576903497,0.00066693436819344,13494.581220006356,0.0233127657020294
inh_BC_2,86,2,inhibitory,BC,19,15,1.2666666666666666,0.42105263157894735,-0.7096017585628897,-1.3574583380548984,0.0001647430301876705,115331.13102481938,0.2298347749641197
inh_BC_2,87,1,inhibitory,BC,6,6,1.0,0.0,0.6321921859348162,2.2886288241414303,0.00018919517048212822,31713.283085980107,0.060765368838995
inh_BC_2,89,0,inhibitory,BC,4,4,1.0,0.0,-0.7893109241411345,,0.0003631047286726512,11016.105503836909,0.0181833183125966
inh_BC_2,90,2,inhibitory,BC,31,28,1.1071428571428572,0.1935483870967742,0.2843146478311464,-0.8140895567585673,0.0002582431735126393,120041.89531260837,0.218031942136627
inh_BC_2,91,2,inhibitory,BC,24,21,1.1428571428571428,0.25,0.4619590460274584,1.730422474024757,0.0003303956492467261,72640.18171764052,0.1277604578277773
inh_BC_2,92,0,inhibitory,BC,4,4,1.0,0.0,-0.2314270426433395,,0.0002956836504846401,13527.97151091649,0.0208180132206634
inh_BC_2,93,1,inhibitory,BC,24,19,1.263157894736842,0.3333333333333333,-0.6184292761548157,-0.1125029563351455,0.00046532128164352224,51577.267034148135,0.0920490088632274
inh_BC_2,94,0,inhibitory,BC,12,8,1.5,0.5,-1.4821896170539703,0.3786382102061602,0.0011387271144680244,10538.082256525526,0.0166120643407597
inh_BC_2,95,2,inhibitory,BC,23,23,1.0,0.0,0.5585719749082866,1.9702622928691176,0.00018735219125108325,122763.4427247032,0.2578683497026123
inh_BC_2,96,2,inhibitory,BC,41,38,1.0789473684210527,0.0975609756097561,-1.728467811112698,-0.9942007515450324,0.00025237469546377016,162456.8577473956,0.3248900879839069
inh_BC_2,97,2,inhibitory,BC,19,18,1.0555555555555556,0.10526315789473684,-1.5522388160928198,-0.048361174999664,0.00026291960059959986,72265.43763443141,0.1382141677233179
inh_BC_2,98,2,inhibitory,BC,12,12,1.0,0.0,-0.5369533416095199,1.010859070849032,0.00017377417288702023,69055.14093743858,0.142152030050947
inh_MC,0,0,inhibitory,MC,17,15,1.1333333333333333,0.23529411764705882,-3.006202465361689,0.3874187511630205,0.0009452523637280329,17984.61516980795,0.0198966645219954
inh_MC,1,1,inhibitory,MC,26,20,1.3,0.46153846153846156,-1.3884268971163796,-2.18156127338777,0.000687629811019276,37811.04248732339,0.0532153195822139
inh_MC,2,1,inhibitory,MC,19,13,1.4615384615384615,0.42105263157894735,-2.5819930631170176,0.1249906971105885,0.0006497008519605086,29244.22823622047,0.038896382141823
inh_MC,3,1,inhibitory,MC,11,10,1.1,0.18181818181818182,-1.589955078146801,0.0420169258811458,0.0004181159165597455,26308.49380360335,0.0332658104313795
inh_MC,4,1,inhibitory,MC,22,18,1.2222222222222223,0.3181818181818182,-0.944496438697724,-0.8266466504286808,0.000404009321844658,54454.18907551599,0.0896698962862657
inh_MC,5,1,inhibitory,MC,19,16,1.1875,0.2631578947368421,0.5626710338533858,1.1467121009100945,0.0004683091055308548,40571.49386079612,0.0620429555161516
inh_MC,6,1,inhibitory,MC,21,20,1.05,0.09523809523809523,-1.6209745512003615,-0.0931653645192508,0.0006229506162467805,33710.53732400659,0.044802919170424
inh_MC,7,0,inhibitory,MC,22,13,1.6923076923076923,0.6818181818181818,-1.6283250994630556,-1.3902463593955463,0.0012919238281016493,17028.867740853395,0.0163276827603202
inh_MC,8,1,inhibitory,MC,16,15,1.0666666666666667,0.125,-0.9684823744396198,-2.352410293904054,0.0006159339750749099,25976.810254790835,0.0337582956508905
inh_MC,9,0,inhibitory,MC,5,5,1.0,0.0,0.5401234251647535,1.209494637452342,0.0003623775490040323,13797.764275800551,0.0228183391370555
inh_MC,10,2,inhibitory,MC,35,29,1.206896551724138,0.2571428571428571,0.5471602076670709,2.320822741971334,0.0004961462332745051,70543.71806675672,0.1378865975289196
inh_MC,11,0,inhibitory,MC,8,5,1.6,0.625,-0.8803822361271181,-1.13011963051265,0.0013299105354422313,6015.442232239918,0.0105745843076701
inh_MC,12,2,inhibitory,MC,34,31,1.096774193548387,0.17647058823529413,0.2709955283230561,0.2973930083182496,0.0003723958273507194,91300.70076746342,0.209838341418625
inh_MC,13,1,inhibitory,MC,17,14,1.2142857142857142,0.35294117647058826,0.5634864849219116,0.0484778043544969,0.00043569999000213014,39017.67360590687,0.0775467148539371
inh_MC,14,2,inhibitory,MC,19,17,1.1176470588235294,0.21052631578947367,-0.3948626343914575,-0.5549761242397222,0.00032312786541069096,58800.252265001254,0.1196813959782445
inh_MC,15,2,inhibitory,MC,35,27,1.2962962962962963,0.4,-0.1945736924643724,0.8744966212571477,0.0005033675551211734,69531.69635968017,0.1549405424344187
inh_MC,16,1,inhibitory,MC,5,5,1.0,0.0,0.0364692887810303,1.1309532352510951,0.00022280892452267287,22440.752814150423,0.0558356551391765
inh_MC,17,2,inhibitory,MC,34,26,1.3076923076923077,0.4411764705882353,-0.2797325605138166,1.12788531534835,0.00027100384602326096,125459.4740957355,0.260885910161404
inh_MC,18,1,inhibitory,MC,3,3,1.0,0.0,-0.670602749944113,,0.00016176548912322694,18545.364751530604,0.04650201730578
inh_MC,19,1,inhibitory,MC,5,5,1.0,0.0,-1.717165921403344,-0.7465034765279697,0.0001986604697192383,25168.570310270436,0.064073846373748
inh_MC,21,2,inhibitory,MC,50,34,1.4705882352941178,0.42,0.8436002849325905,-0.082250397721988,0.00038807285946318714,128841.78519766605,0.2644236257807429
inh_MC,22,1,inhibitory,MC,14,14,1.0,0.0,2.0855920243504924,0.0276463480902068,0.00040434284187159547,34624.08270960783,0.0902616072025591
inh_MC,25,2,inhibitory,MC,24,21,1.1428571428571428,0.25,1.1142610618714237,-1.0692693052587696,0.00029212188942085094,82157.48586174569,0.1821763524746807
